编码1,编码2,相似度
社会结构驱动的内卷压力,计划秩序破坏敏感,0.5082
社会结构驱动的内卷压力,效率至上信念,0.5619
社会结构驱动的内卷压力,竞争压力下的自我不足感,0.6685
社会结构驱动的内卷压力,外部比较压力,0.6760
社会结构驱动的内卷压力,内在认知偏差,0.5945
社会结构驱动的内卷压力,职场与校园文化规训,0.6398
社会结构驱动的内卷压力,同辈压力驱动的休息不适,0.6729
社会结构驱动的内卷压力,好胜性格引发的自我苛责,0.5431
社会结构驱动的内卷压力,技术加速带来的紧迫感,0.6645
社会结构驱动的内卷压力,对未来不确定性的焦虑,0.5364
社会结构驱动的内卷压力,生存与生活压力的内化,0.6803
社会结构驱动的内卷压力,他人评价的过度关注,0.6171
社会结构驱动的内卷压力,幸福观的绩效化倾向,0.5447
社会结构驱动的内卷压力,多源压力驱动的应然自我期待,0.6812
社会结构驱动的内卷压力,自我设定目标未达成引发的内疚,0.5205
社会结构驱动的内卷压力,代际劳动榜样内化,0.5611
社会结构驱动的内卷压力,社会推崇进取文化,0.6987
社会结构驱动的内卷压力,个人要强性格,0.5362
社会结构驱动的内卷压力,高自我要求与完美主义倾向,0.5639
社会结构驱动的内卷压力,时间经济化观念,0.5335
社会结构驱动的内卷压力,勤劳美德内化,0.6236
社会结构驱动的内卷压力,制度性过劳常态化,0.6519
社会结构驱动的内卷压力,社会成功话语对休息的污名化,0.5729
社会结构驱动的内卷压力,教育环境强调持续学习,0.4976
社会结构驱动的内卷压力,社会内卷氛围压力,0.8441
社会结构驱动的内卷压力,高压环境下的休息无效感,0.5794
社会结构驱动的内卷压力,同辈竞争引发的休息愧疚,0.6990
社会结构驱动的内卷压力,就业压力,0.7126
社会结构驱动的内卷压力,时间管理失当,0.5469
社会结构驱动的内卷压力,广泛性焦虑倾向,0.4997
社会结构驱动的内卷压力,内卷环境引发的竞争压力,0.8329
社会结构驱动的内卷压力,就业市场焦虑,0.6722
社会结构驱动的内卷压力,休息等同于生命浪费,0.5327
社会结构驱动的内卷压力,对未完成任务的恐惧,0.5218
社会结构驱动的内卷压力,对目标的矛盾心理,0.5963
社会结构驱动的内卷压力,未完成任务的压力,0.6395
社会结构驱动的内卷压力,群体学习氛围的压迫感,0.6626
社会结构驱动的内卷压力,就业前景焦虑,0.6215
社会结构驱动的内卷压力,前途不确定性忧虑,0.5963
社会结构驱动的内卷压力,家长期望负担,0.5629
社会结构驱动的内卷压力,他人审视恐惧,0.5273
社会结构驱动的内卷压力,内在成就驱力,0.6401
社会结构驱动的内卷压力,未遵循个人休息计划,0.5165
社会结构驱动的内卷压力,资源稀缺引发的生存焦虑,0.6618
社会结构驱动的内卷压力,感知他人努力压力,0.6675
社会结构驱动的内卷压力,自我高标准要求,0.5649
社会结构驱动的内卷压力,不切实际的任务目标,0.5525
社会结构驱动的内卷压力,高强度学业竞争感知,0.6577
社会结构驱动的内卷压力,自我设定的高成就标准,0.5943
社会结构驱动的内卷压力,对未来后果的灾难化预期,0.5212
社会结构驱动的内卷压力,时间紧迫感,0.5739
社会结构驱动的内卷压力,内在自我驱策,0.6553
社会结构驱动的内卷压力,任务完成不确定性,0.5760
社会结构驱动的内卷压力,竞争性社会环境压力,0.7508
社会结构驱动的内卷压力,权威人物的价值观内化,0.5834
社会结构驱动的内卷压力,努力与疲惫的内在冲突,0.6454
社会结构驱动的内卷压力,社会整体奋进氛围的压力,0.7431
社会结构驱动的内卷压力,外部高期望的内化,0.6709
社会结构驱动的内卷压力,未来不确定性驱动的过度准备,0.5144
社会结构驱动的内卷压力,多重压力叠加,0.6369
社会结构驱动的内卷压力,竞争压力感知,0.6864
社会结构驱动的内卷压力,应试教育内化的竞争焦虑,0.6343
社会结构驱动的内卷压力,就业压力驱动的群体比较,0.7044
社会结构驱动的内卷压力,经济独立紧迫感,0.6186
社会结构驱动的内卷压力,同辈学业成就压力,0.6747
社会结构驱动的内卷压力,教育灌输的效率至上观念,0.5523
社会结构驱动的内卷压力,现实压力驱动的自我规训,0.6879
社会结构驱动的内卷压力,自我定位模糊,0.5429
社会结构驱动的内卷压力,就业导向的教育压力,0.6749
社会结构驱动的内卷压力,被动卷入竞争环境,0.7733
社会结构驱动的内卷压力,同伴成就引发的自我贬抑,0.5734
社会结构驱动的内卷压力,高学业成就期待,0.5861
社会结构驱动的内卷压力,未完成重要事务的自我责备,0.5347
社会结构驱动的内卷压力,观察他人努力引发的相对懈怠感,0.6267
社会结构驱动的内卷压力,竞争性评价体系压力,0.6660
社会结构驱动的内卷压力,争强好胜的个性倾向,0.6446
社会结构驱动的内卷压力,竞争劣势引发的焦虑投射,0.6435
社会结构驱动的内卷压力,过度关注外部评价,0.6653
社会结构驱动的内卷压力,学业进度压力,0.6295
社会结构驱动的内卷压力,同伴内卷氛围引发的归因偏差,0.7027
社会结构驱动的内卷压力,他人成就压力,0.6578
社会结构驱动的内卷压力,思维反刍倾向,0.5752
社会结构驱动的内卷压力,社会竞争环境强化,0.8274
社会结构驱动的内卷压力,内在价值冲突,0.6591
社会结构驱动的内卷压力,同辈竞争压力加剧,0.7350
社会结构驱动的内卷压力,同伴学习行为引发的焦虑,0.5513
社会结构驱动的内卷压力,成功焦虑驱动的自我监控,0.5763
社会结构驱动的内卷压力,生存压力加剧,0.6762
社会结构驱动的内卷压力,休闲活动的时间消耗感,0.5283
社会结构驱动的内卷压力,社会竞争氛围内化,0.8389
社会结构驱动的内卷压力,填鸭式教育经历,0.5830
社会结构驱动的内卷压力,社会比较压力,0.7423
社会结构驱动的内卷压力,效率至上价值观,0.5170
社会结构驱动的内卷压力,对落后于他人的担忧,0.6606
社会结构驱动的内卷压力,自我价值绑定于持续产出,0.5454
社会结构驱动的内卷压力,自我施加的完美主义倾向,0.5982
社会结构驱动的内卷压力,同辈竞争性参照,0.6931
社会结构驱动的内卷压力,自我提升的迫切需求,0.5804
社会结构驱动的内卷压力,同伴行为带来的隐性压力,0.7075
社会结构驱动的内卷压力,家庭成就期待压力,0.6103
社会结构驱动的内卷压力,成就导向驱动的自我要求,0.6182
社会结构驱动的内卷压力,内卷环境下的行为惯性,0.8141
社会结构驱动的内卷压力,工作压力引发的休息冲突,0.6581
社会结构驱动的内卷压力,学业成绩导向的教育氛围,0.6173
社会结构驱动的内卷压力,内卷环境与休息渴望的冲突,0.7936
社会结构驱动的内卷压力,群体性内卷压力,0.8980
社会结构驱动的内卷压力,担忧被他人超越,0.6410
社会结构驱动的内卷压力,卷躺两难困境,0.7014
社会结构驱动的内卷压力,能力与期望不匹配,0.5786
社会结构驱动的内卷压力,自我行为不一致引发的内疚,0.5677
社会结构驱动的内卷压力,未完成应尽责任引发的自我谴责,0.5378
社会结构驱动的内卷压力,他人成就引发的不利自我对照,0.5496
社会结构驱动的内卷压力,学业压力驱动的休息否定,0.6538
社会结构驱动的内卷压力,竞争环境下的休息污名化,0.6030
社会结构驱动的内卷压力,功利主义价值观对休息的贬低,0.4905
社会结构驱动的内卷压力,同辈行为参照引发的自我审视,0.5628
社会结构驱动的内卷压力,休息价值感缺失,0.5478
社会结构驱动的内卷压力,成绩导向的社会评价,0.6318
社会结构驱动的内卷压力,内外压力叠加,0.6927
社会结构驱动的内卷压力,早期高压教育灌输,0.5905
社会结构驱动的内卷压力,同辈竞争驱动的自我压榨,0.8104
社会结构驱动的内卷压力,对成绩与生活的焦虑,0.5786
社会结构驱动的内卷压力,社会竞争压力内化,0.7635
社会结构驱动的内卷压力,应试教育惯性,0.5785
社会结构驱动的内卷压力,恐惧被他人超越,0.5921
社会结构驱动的内卷压力,遵从努力型社会规范的压力,0.7250
社会结构驱动的内卷压力,目标模糊引发的自我苛责,0.5437
社会结构驱动的内卷压力,优绩主义文化压力,0.6897
社会结构驱动的内卷压力,传统家庭教育规训,0.6035
社会结构驱动的内卷压力,社会大众心理氛围,0.6945
社会结构驱动的内卷压力,同辈竞争焦虑,0.6420
社会结构驱动的内卷压力,社会功利文化压力,0.7223
社会结构驱动的内卷压力,自我价值绑定于生产力,0.5942
社会结构驱动的内卷压力,错失恐惧驱动,0.5462
社会结构驱动的内卷压力,学习效率低下引发的自我责备,0.5425
社会结构驱动的内卷压力,重要他人高期待压力,0.5749
社会结构驱动的内卷压力,亲密关系中的能力落差感,0.5213
社会结构驱动的内卷压力,教育环境内卷氛围,0.7831
社会结构驱动的内卷压力,未来方向不确定性,0.5787
社会结构驱动的内卷压力,环境竞争压力,0.7325
社会结构驱动的内卷压力,情绪调节困难,0.5403
社会结构驱动的内卷压力,社会对高效产出的推崇,0.6602
社会结构驱动的内卷压力,忙碌脱离不适感,0.5915
社会结构驱动的内卷压力,未来方向不明引发的休息焦虑,0.5553
社会结构驱动的内卷压力,自我努力不足感,0.5472
社会结构驱动的内卷压力,过度焦虑倾向,0.5962
社会结构驱动的内卷压力,他人比较引发的心理失衡,0.5763
社会结构驱动的内卷压力,忙碌即价值的社会观念,0.6483
社会结构驱动的内卷压力,害怕落后的焦虑,0.5824
社会结构驱动的内卷压力,对休息即浪费时间的自我苛责,0.5441
社会结构驱动的内卷压力,教育环境传递的功利价值观,0.5463
社会结构驱动的内卷压力,勤奋崇拜文化,0.5944
社会结构驱动的内卷压力,同辈努力感知压力,0.6662
社会结构驱动的内卷压力,竞争性社会氛围感知,0.6969
社会结构驱动的内卷压力,多重结构性压力叠加,0.7073
社会结构驱动的内卷压力,就业竞争压力,0.6764
社会结构驱动的内卷压力,应试教育导向下的时间紧迫感,0.5881
社会结构驱动的内卷压力,高竞争环境下的不敢松懈心理,0.7942
社会结构驱动的内卷压力,表面努力的压力,0.6817
过高的自我要求,环境压力过大,0.8014
过高的自我要求,成就导向的自我价值绑定,0.6992
过高的自我要求,外部认可依赖,0.7151
过高的自我要求,未达自我努力标准,0.7673
过高的自我要求,焦虑敏感的个体特质,0.7383
过高的自我要求,高压竞争的社会环境,0.7522
过高的自我要求,应试教育塑造的行为惯性,0.5393
过高的自我要求,过高自我目标设定,0.8608
过高的自我要求,自我效能感不足,0.8278
过高的自我要求,过度关注他人状态,0.7697
过高的自我要求,自我敏感性过高,0.8168
过高的自我要求,未来目标模糊,0.6735
过高的自我要求,奋斗文化内化,0.5566
过高的自我要求,奋斗价值观的文化传承,0.5306
过高的自我要求,群体压力氛围,0.7557
过高的自我要求,自我效能怀疑,0.6479
过高的自我要求,社会生活节奏压迫感,0.6058
过高的自我要求,高自我学业标准,0.8512
过高的自我要求,升学目标驱动压力,0.6492
